####道具配置总表																																					
##游戏中所有物品,无论装备,丹药物品,均属道具,道具类别的定义均由本表提供基础数据.道具类型ID和道具子类型ID必须唯一.																																					
#																																					
#道具类型名称                     : 道具类型,如装备,丹药等等,同时这个名称将会被部分界面等地方引用. 																																					
#道具类型ID                       : 道具类型的ID编号.																																					
#道具子类型名称                   : 道具子类型名称,如重兵,飞剑等,同时这个名称将会被部分界面等地方引用.																																					
#道具子类型ID                     : 道具子类型的ID编号.																																					
#道具类目ID                       : 道具自所属类目下的编号,是用来区分同类型同子类下不同道具的ID																																					
#道具名称                         : 道具名称 																																					
#道具单位名称                     : 道具的单位名称 																																					
#道具描述                         : 道具文字描述																																					
#道具小图示资源路径               : 道具小型图示资源,如E,R键可能用到的小图示.																																					
#道具大图示资源路径               : 道具的展示图示资源.																																					
#道具属性个数                     : 这个道具将具有多少个自身的属性,这个属性值得是比如耐久度,使用限制,CD等等.																																					
#道具属性类型1                    : 属性的类型 																																					
#道具属性1                        : 属性的值																																					
#道具效果属性个数                 : 这个属性泛指所有角色所含属性,比如血,灵力之类.																																					
#道具效果属性类型1                : 属性类型																																					
#道具效果属性1                    : 属性值 																																					
#道具触发后需要执行的脚本模块数量 : 当这个道具被触发,将执行的动作 ,这个动作是																																					
#道具触发后执行的脚本模块1        : 道具被触发后执行的脚本模块ID																																					
#道具触发后执行的脚本模块数据1    : 道具被触发后执行的脚本模块数据																																					
MaxPropCount	5																																				
MaxBaseEffectCount	4																																				
MaxAddEffectCount	3																																				
MaxRunCount	1																																				
#道具类型名称	#道具类型ID	#道具子类型名称	#道具子类型ID	#道具类目ID	#道具名称	#道具单位名称	#道具描述	#道具出处描述	#道具小图示资源路径	#道具大图示资源路径	#道具资源路径	#道具属性类型1	#道具属性1	#道具属性类型2	#道具属性2	#道具属性类型3	#道具属性3	#道具属性类型4	#道具属性4	#道具属性类型5	#道具属性5	#道具效果属性类型1	#道具效果属性1	#道具效果属性类型2	#道具效果属性2	#道具效果属性类型3	#道具效果属性3	#道具效果属性类型4	#道具效果属性4	#道具附加属性类型1	#道具附加效果1	#道具附加属性类型2	#道具附加效果2	#道具附加属性类型3	#道具附加效果3	#道具触发后执行的脚本模块1	#道具触发后执行的脚本模块数据1
材料	3	炼丹	2	3020008	玄冰花	朵	生长在万年玄冰之上的奇花异草，难以移植保存，非常珍贵。	记载于某某书中	GameLegend/Icon/Item/Material_3020008	GameLegend/Illustration/item_illu/item_illu_39	ItemICO\DefultICO_Big	1	124	2	62	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020009	千结草	颗	自然生长成编结的药草，据说是思念夫君的妇人魂魄化成，日夜不停地结草相思。	记载于某某书中	GameLegend/Icon/Item/Material_3030031	GameLegend/Illustration/item_illu/item_illu_34	ItemICO\DefultICO_Big	1	124	2	62	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020010	龙鳞果	颗	仙家之果，据说服用之后能够脱胎换骨，白日飞升。	记载于某某书中	GameLegend/Icon/Item/Material_3020010	GameLegend/Illustration/item_illu/item_illu_12	ItemICO\DefultICO_Big	1	170	2	85	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020011	菀梦果	朵	青色的灵果，万年以上呈深紫色，服用能入幻境，精进长达十年的苦修。	记载于某某书中	GameLegend/Icon/Item/Material_3020011	GameLegend/Illustration/item_illu/item_illu_19	ItemICO\DefultICO_Big	1	170	2	85	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020012	金铃子	颗	垂挂而生的金黄果子，圆嘟嘟的惹人喜爱，味道也特别香甜。	记载于某某书中	GameLegend/Icon/Item/Material_3030016	GameLegend/Illustration/item_illu/item_illu_61	ItemICO\DefultICO_Big	1	170	2	85	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020013	银精芝	颗	根部长有这种银灿灿灵芝的树木会特别茂盛，比周围的树都高出一倍，所以还算好找。	记载于某某书中	GameLegend/Icon/Item/Material_3030043	GameLegend/Illustration/item_illu/item_illu_21	ItemICO\DefultICO_Big	1	350	2	175	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020014	天青花	朵	天空欲雨之时，无数青色的小花冒出土层，趁这个时候多采集一点。	记载于某某书中	GameLegend/Icon/Item/Material_3020014	GameLegend/Illustration/item_illu/item_illu_55	ItemICO\DefultICO_Big	1	350	2	175	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020015	炎阳苔	颗	赤色的苔藓类草药，长于纯阳之地，依炎气而生，有补阳功效，但补过头了会上火。	记载于某某书中	GameLegend/Icon/Item/Material_3030040	GameLegend/Illustration/item_illu/item_illu_54	ItemICO\DefultICO_Big	1	350	2	175	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020016	冰灵果	颗	拇指大小的晶莹浆果，状若冰珠，味道甘甜，果中含有精纯的冰寒灵力。	记载于某某书中	GameLegend/Icon/Item/Material_3020016	GameLegend/Illustration/item_illu/item_illu_23	ItemICO\DefultICO_Big	1	440	2	220	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020017	青罗果	颗	寻遍很多地方都没找到的灵果，最后还是在一个行脚商手中高价收购了几颗种子，用小绿瓶催生便能轻松得到熟果。	记载于某某书中	GameLegend/Icon/Item/Material_3020017	GameLegend/Illustration/item_illu/item_illu_16	ItemICO\DefultICO_Big	1	440	2	220	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020018	灵乳根	颗	玄黄魂木的地下乳根，榨出的乳白色汁液能遇地生根，但只有百年以上的灵乳根才有药效。	记载于某某书中	GameLegend/Icon/Item/Material_3030026	GameLegend/Illustration/item_illu/item_illu_64	ItemICO\DefultICO_Big	1	440	2	220	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020019	寿元果	颗	普通人吃了能立刻增加寿元，但修仙之人将之炼丹入药会有更大的功效。	记载于某某书中	GameLegend/Icon/Item/Material_3020019	GameLegend/Illustration/item_illu/item_illu_17	ItemICO\DefultICO_Big	1	440	2	220	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020020	凝血草	颗	碾碎敷在伤口上能立即止血，在野外受伤的话，能见到凝血草就不用惊慌。	记载于某某书中	GameLegend/Icon/Item/Material_3030029	GameLegend/Illustration/item_illu/item_illu_32	ItemICO\DefultICO_Big	1	440	2	220	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020021	火榴果	颗	果肉甘甜多汁，普通人服用有明目之效，修仙之人炼丹入药能发挥更大的潜能。	记载于某某书中	GameLegend/Icon/Item/Material_3020021	GameLegend/Illustration/item_illu/item_illu_9	ItemICO\DefultICO_Big	1	440	2	220	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020022	断肠菇	颗	本身含有剧毒，但对某些特定的毒药反而有以毒攻毒的奇效。	记载于某某书中	GameLegend/Icon/Item/Material_3030013	GameLegend/Illustration/item_illu/item_illu_60	ItemICO\DefultICO_Big	1	1550	2	775	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020023	天元果	颗	丛生的灌木果，熟果的汁液过于饱满有时候会自爆，溅出的汁液若被花草吸收会被同化。	记载于某某书中	GameLegend/Icon/Item/Material_3020023	GameLegend/Illustration/item_illu/item_illu_18	ItemICO\DefultICO_Big	1	1550	2	775	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020024	赤精芝	颗	生长于玄武火岩上的赤色灵芝，徒手采集会被灼伤，要用法术或是特制的工具摘取。	记载于某某书中	GameLegend/Icon/Item/Material_3020024	GameLegend/Illustration/item_illu/item_illu_3	ItemICO\DefultICO_Big	1	1550	2	775	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020025	三晶花	朵	常常寄生在参天大树的树顶，是猴子爱吃的灵草，要摘到一朵并不容易，因为猴子常常捷足先登。	记载于某某书中	GameLegend/Icon/Item/Material_3030047	GameLegend/Illustration/item_illu/item_illu_67	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020026	甘华草	颗	“甘华濯濯，芳草婆娑”，不起眼的小草，但能散发幽香，灵力不输其他的花草。	记载于某某书中	GameLegend/Icon/Item/Material_3020026	GameLegend/Illustration/item_illu/item_illu_27	ItemICO\DefultICO_Big	1	1940	2	970	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020027	益元草	颗	叶片上有精密的纹路，颇有灵气，需要连根采集入药才有用。	记载于某某书中	GameLegend/Icon/Item/Material_3030042	GameLegend/Illustration/item_illu/item_illu_41	ItemICO\DefultICO_Big	1	1940	2	970	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020028	龙纹藤	颗	天魔遗迹中的异草，攀爬的藤蔓似有极强的力道，取草时要多加注意。	记载于某某书中	GameLegend/Icon/Item/Material_3030027	GameLegend/Illustration/item_illu/item_illu_80	ItemICO\DefultICO_Big	1	1940	2	970	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020029	含烟草	颗	白绒绒的小草，一茎五叶，大片生长时远看如白色烟雾漂浮。	记载于某某书中	GameLegend/Icon/Item/Material_3030017	GameLegend/Illustration/item_illu/item_illu_28	ItemICO\DefultICO_Big	1	1940	2	970	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼丹	2	3020030	采薇花	颗	名字和样子都很美，但效用刚烈，能化百炼钢为绕指柔，是炼制金刚玉的原药。	记载于某某书中	GameLegend/Icon/Item/Material_3020030	GameLegend/Illustration/item_illu/item_illu_24	ItemICO\DefultICO_Big	1	1940	2	970	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼符	3	3030001	朱砂	堆	比较常见的赤色丹砂，但需要提炼成高纯度的炼符材料才能使用。普通的朱砂还是用来做胭脂水粉比较合适。	记载于某某书中	GameLegend/Icon/Item/Material_3030001	GameLegend/Illustration/item_illu/item_illu_43	ItemICO\DefultICO_Big	1	150	2	75	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼符	3	3030002	太乙火	朵	从太乙术数中衍生出来的冥火，拥有太乙八门的强大力量，但其潜在的能量还未完全启动，也是各大门派想要解决的难题。	记载于某某书中	GameLegend/Icon/Item/Material_3030036	GameLegend/Illustration/item_illu/item_illu_54	ItemICO\DefultICO_Big	1	150	2	75	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼符	3	3030003	血砂	堆	比朱砂更为艳丽的赤色丹砂，效用也强上一些。	记载于某某书中	GameLegend/Icon/Item/Material_3030003	GameLegend/Illustration/item_illu/item_illu_40	ItemICO\DefultICO_Big	1	660	2	330	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼符	3	3030004	水龙玉	块	罕见的玉石原矿，在蕴含灵气的水潭可以找到，晶莹剔透，仔细看似乎有灵体在内部攒动。	记载于某某书中	GameLegend/Icon/Item/Material_3030033	GameLegend/Illustration/item_illu/item_illu_35	ItemICO\DefultICO_Big	1	660	2	330	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3030005	银蝌符文卷轴	张	用上古银蝌文写制的符文卷轴，聚集了上古巫术的能量，能够唤醒银蝌仙符的灵力。	记载于某某书中	GameLegend/Icon/Item/Material_3030044	GameLegend/Illustration/item_illu/item_illu_42	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼符	3	3030006	魂砂	堆	十分罕见的蓝色丹砂，氤氲的薄烟漂浮在丹砂之上，昭示着它绝非世间俗物。	记载于某某书中	GameLegend/Icon/Item/Material_3030006	GameLegend/Illustration/item_illu/item_illu_30	ItemICO\DefultICO_Big	1	2900	2	1450	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼符	3	3030007	天外陨晶	颗	华彩流光的天外来物，光芒刺目，有的人穷极一生只为看它一眼。	记载于某某书中	GameLegend/Icon/Item/Material_3030007	GameLegend/Illustration/item_illu/item_illu_36	ItemICO\DefultICO_Big	1	2900	2	1450	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3030008	金篆符文卷轴	张	用上古金篆文写制的符文卷轴，聚集了上古巫术的能量，能够唤醒金篆仙符的灵力。	记载于某某书中	GameLegend/Icon/Item/Material_3030022	GameLegend/Illustration/item_illu/item_illu_44	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3030009	铜纹符文卷轴	张	用上古银铜纹文写制的符文卷轴，聚集了上古巫术的能量，能够唤醒铜纹仙符的灵力。	记载于某某书中	GameLegend/Icon/Item/Material_3030037	GameLegend/Illustration/item_illu/item_illu_37	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010001	猛毒符	张	初阶咒杀符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Poison_cooper	GameLegend/Illustration/item_illu/item_illu_53	ItemICO\DefultICO_Big	1	300	2	150	3	6	4	4000	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010002	暗藤符	张	初阶咒杀符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Dark_cooper	GameLegend/Illustration/item_illu/item_illu_45	ItemICO\DefultICO_Big	1	300	2	150	3	6	4	4001	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010003	毒灵符	张	中阶咒杀符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Poison_silver	GameLegend/Illustration/item_illu/item_illu_53	ItemICO\DefultICO_Big	1	1320	2	660	3	6	4	4002	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010005	毒刺符	张	中阶咒杀符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Poison_silver	GameLegend/Illustration/item_illu/item_illu_53	ItemICO\DefultICO_Big	1	1320	2	660	3	6	4	4003	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010007	控神符	张	中阶咒杀符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Dark_silver	GameLegend/Illustration/item_illu/item_illu_45	ItemICO\DefultICO_Big	1	1320	2	660	3	6	4	4004	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010009	毒刃符	张	高阶咒杀符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Poison_gold	GameLegend/Illustration/item_illu/item_illu_53	ItemICO\DefultICO_Big	1	5800	2	2900	3	6	4	4005	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010012	木体符	张	高阶咒杀符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Dark_gold	GameLegend/Illustration/item_illu/item_illu_45	ItemICO\DefultICO_Big	1	5800	2	2900	3	6	4	4006	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010015	毒爆符	张	高阶咒杀符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Poison_gold	GameLegend/Illustration/item_illu/item_illu_53	ItemICO\DefultICO_Big	1	5800	2	2900	3	6	4	4007	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010018	咒言符	张	高阶咒杀符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Dark_gold	GameLegend/Illustration/item_illu/item_illu_45	ItemICO\DefultICO_Big	1	5800	2	2900	3	6	4	4008	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010021	冰冻符	张	初阶元灵符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Ice_cooper	GameLegend/Illustration/item_illu/item_illu_46	ItemICO\DefultICO_Big	1	300	2	150	3	6	4	5000	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010022	血龙符	张	初阶元灵符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Ice_cooper	GameLegend/Illustration/item_illu/item_illu_58	ItemICO\DefultICO_Big	1	300	2	150	3	6	4	5001	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010023	冰锥符	张	中阶元灵符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Ice_silver	GameLegend/Illustration/item_illu/item_illu_46	ItemICO\DefultICO_Big	1	1320	2	660	3	6	4	5002	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010025	火影符	张	中阶元灵符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Fire_silver	GameLegend/Illustration/item_illu/item_illu_58	ItemICO\DefultICO_Big	1	1320	2	660	3	6	4	5003	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010027	冰袭符	张	中阶元灵符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Ice_silver	GameLegend/Illustration/item_illu/item_illu_46	ItemICO\DefultICO_Big	1	1320	2	660	3	6	4	5004	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010029	火刃符	张	高阶元灵符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Fire_gold	GameLegend/Illustration/item_illu/item_illu_58	ItemICO\DefultICO_Big	1	5800	2	2900	3	6	4	5005	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010032	借命符	张	高阶元灵符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Fire_gold	GameLegend/Illustration/item_illu/item_illu_58	ItemICO\DefultICO_Big	1	5800	2	2900	3	6	4	5006	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010035	破军符	张	高阶元灵符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Ice_gold	GameLegend/Illustration/item_illu/item_illu_46	ItemICO\DefultICO_Big	1	5800	2	2900	3	6	4	5007	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010038	棘焰符	张	高阶元灵符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Fire_gold	GameLegend/Illustration/item_illu/item_illu_58	ItemICO\DefultICO_Big	1	5800	2	2900	3	6	4	5008	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010041	灵陨符	张	初阶破邪符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Holy_cooper	GameLegend/Illustration/item_illu/item_illu_52	ItemICO\DefultICO_Big	1	300	2	150	3	6	4	6000	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010042	雷脉符	张	初阶破邪符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Thunder_cooper	GameLegend/Illustration/item_illu/item_illu_51	ItemICO\DefultICO_Big	1	300	2	150	3	6	4	6001	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010043	雷旋符	张	中阶破邪符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Thunder_silver	GameLegend/Illustration/item_illu/item_illu_51	ItemICO\DefultICO_Big	1	1320	2	660	3	6	4	6003	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010045	圣盾符	张	中阶破邪符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Holy_silver	GameLegend/Illustration/item_illu/item_illu_52	ItemICO\DefultICO_Big	1	1320	2	660	3	6	4	6002	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010047	灵爆符	张	中阶破邪符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Holy_silver	GameLegend/Illustration/item_illu/item_illu_52	ItemICO\DefultICO_Big	1	1320	2	660	3	6	4	6004	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010049	禁地符	张	高阶破邪符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Holy_gold	GameLegend/Illustration/item_illu/item_illu_52	ItemICO\DefultICO_Big	1	5800	2	2900	3	6	4	6005	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010052	电疾符	张	高阶破邪符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Thunder_gold	GameLegend/Illustration/item_illu/item_illu_51	ItemICO\DefultICO_Big	1	5800	2	2900	3	6	4	6006	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010055	请仙符	张	高阶破邪符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Holy_gold	GameLegend/Illustration/item_illu/item_illu_52	ItemICO\DefultICO_Big	1	5800	2	2900	3	6	4	6007	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
仙符	4	仙符	1	4010058	撼雷符	张	高阶破邪符，炼成后可习得相应的仙符技能。	记载于某某书中	GameLegend/Icon/Item/Fulu_Thunder_gold	GameLegend/Illustration/item_illu/item_illu_51	ItemICO\DefultICO_Big	1	5800	2	2900	3	6	4	6008	6	200	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	4	任务道具	3	5010001	木制傀儡	个	交与黄枫谷管事	记载于某某书中	GameLegend/Icon/BUFF/BUFF_100009	GameLegend/Illustration/item_illu/item_illu_90	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5020001	凝气丹配方	副	可配置出凝气丹,食之可回精血	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_89	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5020002	抽髓丸配方	副	可配置出抽髓丸,食之可增加攻击力	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_88	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5020003	强体散配方	副	可配置出强体散,食之可增加防御力	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_87	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5020004	培元丹配方	副	可配置出培元丹,食之可回精血	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_86	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5020005	炼精丹配方	副	可配置出炼精丹,食之可增加攻击力	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_85	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5020006	固血散配方	副	可配置出固血散,食之可增加防御力	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_84	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5020007	合一丹配方	副	可配置出合一丹,食之可回精血	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_83	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5020008	焚命丸配方	副	可配置出焚命丸,食之可增加攻击力	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_82	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5020009	养金丹配方	副	可配置出养金丹,食之可增加防御力	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_81	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5020010	幻形丹配方	副	可配置出幻形丹,食之可回精血	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_80	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5020011	爆念散配方	副	可配置出爆念散,食之可增加攻击力	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_79	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
杂项	5	合成配方	2	5020012	金刚玉配方	副	可配置出金刚玉,食之可增加防御力	记载于某某书中	GameLegend/Icon/Item/Material_10	GameLegend/Illustration/item_illu/item_illu_78	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
